title,description,country,topic_categories,view_count,subscriber_count,video_count,keywords
Sony Music India,"Welcome to Sony Music India's official YouTube channel, the ultimate destination for music enthusiasts and fans of the Indian music scene. Immerse yourself in a world of melodies, rhythms, and harmonies as we proudly present ""Sony Music India - Home To India's Biggest Music Hits.""

Step into a realm where musical brilliance knows no bounds, and every beat resonates with the heartbeat of a nation. With a legacy that spans genres and generations, our channel is a testament to the power of music to unite, inspire, and captivate. From timeless classics to contemporary chart-toppers, we curate a diverse range of sounds that cater to every palate.

hit that subscribe button and become a part of our musical family. Tune in daily to satiate your cravings for remarkable tunes, captivating visuals, and the sheer joy that great music brings. 

👉 Subscribe: - https://www.youtube.com/@SonyMusicIndia/videos
",IN,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",30013498877,58500000,4161,"""sony music"" ""sony music india"" ""music videos"" ""bollywood music"" ""latest hits"" ""Official Music Video"" Songs ""chand baliyan"" ""param sundari"" ""brahmastra trailer"" ""raatan lambiyan"" ""shershaah songs"" ""kesariya tera ishq hai piya"" ranjha ""param sundari song"" ""chaand baaliyan"" ""teri meri gallan hogi mashhur"" ""teri meri gallan"" ""badshah song"" lori ""chandaniya chup jana re"" ""New Song 2022"" ""Latest Bollywood Songs"" ""New Songs 2022"" ""Best Bollywood Songs"" ""Trending songs 2022"" ""Latest Hits"""
EminemMusic,"Marshall Bruce Mathers III, better known by his stage name Eminem (stylized as EMINƎM) and by his alter ego Slim Shady, is an American rapper, record producer, songwriter and actor. Eminem, along with his solo career, is a member of his group D12, and also one half of the hip hop duo Bad Meets Evil, with Royce da 5'9"". Eminem is one of the best-selling artists in the world and is the best-selling artist of the 2000s.",None,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",27984339868,57900000,157,"Eminem ""Slim Shady"" ""Dr. Dre"" Interscope Aftermath ""Marshall Mathers"" Hip-hop Rap Detroit"
YRF,"Films. Music. Artistes.
At our core, we’re storytellers.
Celebrating the legacy #YRF50

From making high-budget blockbusters to youth-oriented films, from working with the biggest actors of the industry to launching young talent in films, from being the distribution house with the strongest global foothold to pioneering new formats of distribution and exploring newer territories, from launching compelling story-telling forms to the numerous digitally led innovations, Yash Raj Films (YRF) has maintained its flagship position across all verticals since its genesis.",IN,"['https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Entertainment']",37736668375,57000000,3864,"""india movies"" ""indian music"" ""indian songs"" ""hindi movies"" ""hindi music"" ""hindi songs"" ""hindi movie trailers"" ""hindi movie songs"" ""bollywood films"" ""new bollywood songs"" ""punjabi new songs"" ""old hindi songs"" ""shah rukh khan"" yrf ""yash raj"" ""yash raj movies"" ""yrf movies"" ""salman khan"" ""amir khan"" ""ranveer singh"" ""katrina kaif"" ""anushka Sharma"" ""hrithik roshana"" ""lagu india"" ""اغاني هندية"" ""ਪੰਜਾਬੀ ਗਾਣਾ"" ""new punjabi songs 2021"" ""lagu india"" ""शाहरुख खान"" ""اغاني شاه روخ خان"" ""सलमान खान"" ""full songs"""
Infobells - Hindi,"Infobells Interactive Solutions is a multi-faceted E-Learning firm, engaged in publishing and marketing of Interactive Educational & Edutainment video content, covering a wide variety of categories like Children Rhymes, Animated Stories, Kids Education, Reference, Lifestyle, Self Improvement, CBT's etc.

Infobells showed a natural interest towards the Hindi language and produced a one of a kind 3D character animated ""Favourite Hindi Rhymes""-  A superb collection of fun filled traditional Hindi Rhymes. ",IN,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",32953308856,57100000,612,"""Hindi Rhymes for Children"" ""Hindi Rhymes"" ""Hindi Rhymes for Kids"" ""Kids Hindi Rhymes"" ""Hindi Rhymes Collection"" ""Rhymes in Hindi"" ""Bal geet"" ""Hindi Rhymes playlist"" ""Hindi Kids Rhymes"" ""Hindi Baby Songs"" ""infobells rhymes"" ""Hindi Lullabies"" ""bal geet in Hindi"" ""Bachon ke songs Hindi"" ""baby rhymes"" ""baby songs"" ""Hindi Stories"" ""Stories for kids"" ""Kids Stories"""
Marshmello,Marshmello's Official YouTube Channel,US,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",14865761573,56700000,453,"marshmello marshmallow music alone summer pop creator Gaming streamer fortnite entertainment jauz skrillex silence khalid migos ""selena gomez"" wolves dance party EDM trap Friends Mejores Canciones Electrónicas ""Si Bailas Pierdes"" ""Lagu Barat"" Terbaru influencer adventure travel Joytime ""family friendly"" cartoon animation fun india brasil mello ""pop music"" ""dance music"" ""electronic music"" songs маршмеллоу"
LooLoo Kids - Nursery Rhymes and Children's Songs,"LooLoo Kids is an engaging and educational YouTube channel designed for children and parents alike. With a vast collection of songs, stories, and games, our content is tailored to entertain and inspire kids of all ages while promoting critical thinking, creative exploration, and a sense of imagination. Our upbeat and catchy songs feature colorful visuals and lovable characters like Johny, Emmy, Monica, Laura, Siu, and Li, who take kids on exciting adventures while teaching them valuable lessons about manners, weather, the alphabet, and more. Our stories and games are designed to be fun and educational, providing a unique learning experience that helps children discover and explore the world around them. At LooLoo Kids, we take education seriously, which is why we ensure that Johny and his friends are always having fun while learning from every adventure and activity. 
",US,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",33428977141,55300000,754,"""nursery rhymes"" music kids ""baby song"" ""baby rhymes"" ""music for kids"" children ""johny johny yes papa"" education sing-along rhymes ""nursery rhymes"" ""children songs"" ""baby songs"" ""babies videos"" ""best nursery ryhmes"" ""videos for babies"" ""kids videos"" ""toddlers songs"" ""learning toddlers songs"" ""learning for kids"" ""kids songs"" ""sing along"" ""songs for kids"" ""kids education"" ""kids entertainment"" ""looloo kids"" loolookids looloo #looloo ""kids songs"" kidssongs kidsongs kindergarten education"
Taylor Swift,"I'm the problem, it's me
",None,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",32033125468,55200000,223,taylor swift musician music videos
BillionSurpriseToys  - Nursery Rhymes & Cartoons,"Welcome to the world of Billion Surprise Toys! 🌟✨ We bring you an amazing and magical kids channel filled with exciting adventures and wonderful music. Our videos are carefully designed to create a safe and entertaining space for the whole family. 🎉👨‍👩‍👧‍👦

With our lively animations and remastered childhood classics, get ready for a thrilling journey that will spark imagination and captivate young minds. 🌈🎶 Sing and dance along with our vibrant characters and beloved nursery rhymes, as they become your new favorites. 🎵🎤

But that's not all! Our fantastic selection of music and children's videos are not only fun, they also nourish and enhance cognitive skills. Kids will learn valuable language and communication abilities, as they acquire new words and follow along with entertaining stories. It's a learning experience wrapped in pure joy! 🎓📚

Get ready to play, learn, and create unforgettable memories together. Let the adventure start now! 

",US,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Film']",11043965868,54200000,916,"cartoons ""kids songs"" ""nursery rhymes"" ""sing along"" ""children songs"" ""baby songs"" ""english songs"""
Ed Sheeran,"Autumn Variations out now

Ed Sheeran may be the quintessential pop star of the 2010s: an internationally acclaimed, multi-award winning singer/songwriter who seems to acknowledge no boundaries between styles or eras with elements of folk, hip-hop, pop, dance, soul, and rock woven throughout his music. 

 His incredible catalogue includes the studio albums ‘+’ (plus), ‘x’ (multiply) and ‘÷’ (divide) which spawned hit singles such as ‘The A team’ , ’Lego House’, ‘Sing;, ‘Thinking Out Loud’, ‘Photograph’, ‘Shape Of You’, ‘Castle on The Hill’ and ‘Perfect’. 
 
In 2019, Ed Sheeran released the genre-spanning ‘No.6 Collaborations Project’ which featured a wide-range of artists including ‘Justin Bieber’, ‘Camilla’ Cabello’, ‘Travis Scott’, ‘Eminem’, ‘Cardi B, ‘Bruno Mars’ and ‘Stormzy’ amongst many others, producing hits such as ‘I Don’t Care’, ‘Beautiful People’, ‘South of The Border’ and ‘Take Me Back To London’.
",None,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Music']",31159950083,53900000,453,"""Ed Sheeran"" ""Ed Sheeran Songs"" ""Ed Sheeran Official Music videos"" ""Ed Sheeran Live"" ""Ed Sheeran Acoustic"" ""Ed Sheeran Lyrics"" ""Official Music Video"" ""Shape Of You"" Perfect ""I Don’t Care"" ""Thinking Out Loud"" Photograph ""Galway Girl"" ""Castle On The Hill"" ""Lego House"" ""The A Team"" ""Take Me Back To London"" Sing multiply plus divide ""No. 6 Collaborations Project"" Sheeran ""Ed Sheerin"" EdSheeran ""Ed Sheran"" pop dance rock ""Bad Habits"" Equals 2step ""eyes closed"" ""ed sheeran channel"" subtract shivers"
Ariana Grande," 
",None,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",24673381554,53100000,154,None
Shemaroo,"Welcome to ShemarooEnt, one of the finest destinations for exclusive entertainment content on YouTube. 

Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out-of-the-box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content, and Content Distribution with a large content library of over 2900 titles.


",IN,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",23437100955,50000000,11337,"Shemaroo ""hindi movies"" ""new hindi movie"" ""hindi cinema"" ""bollywood movies"" ""new hindi movie"" ""nayi hindi movie"" ""hindi full movie"" ""full hindi movie"" ""hindi movie best scene"" ""hindi movie full"" ""hindi movie best scene"""
JuegaGerman,Lento pero seguro. ,CL,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",14908949329,48800000,2084,juegagerman holasoygerman juega german juegos reacciones español espanol terror horror
Billie Eilish,,US,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music']",14330078464,48800000,79,Billie Eilish
ARY Digital HD,"ARY Digital is the most watched Entertainment channel in Pakistan. ARY Digital is the flagship channel of ARY Network.

©️ Copyright: All rights reserved by ARY Digital Network.
",PK,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",44437686249,48500000,122124,"""pakistani drama 2023"" ""best pakistani dramas"" ""Pakistani drama OST"" ""Latest Pakistani Dramas"" arydrama ""pakistani song"" ""best pakistani dramas"" arydigital ary ""ary digital dramas"" ""hania amir"" ""पाकिस्तानी सीरियल"" ""pakistani serial"" drama ""pakistani drama"" ""wahaj ali drama"" ""new pakistani drama"" ""watch pakistani drama"" ""baby baji new episode"" ary mein ""mein new episode"" ""ayeza khan"" ""wahaj ali"" ""wahaj ali drama"" ""watch wahaj ali"" ""new drama wahaj ali"" sukoon ""sukoon drama"" ""watch sukoon"""
SonyMusicIndiaVEVO,"Sony Music India on Vevo - Official Music Videos, Live Performances, Interviews and more...",None,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",28764812137,48200000,3562,vevo music video official
HAR PAL GEO,"Geo Entertainment is the hub of blockbuster drama serials, feature films, telefilms and mega-hit original soundtracks enriched with Urdu prose. Being the most-watched and most subscribed channel in the Pakistani region, Har Pal Geo famously caters to an international audience as well.

Stay subscribed to Har Pal Geo for quality entertainment ranging from classical love stories to close-to-reality narratives surrounding social issues— all accessible at the comfort of your home.
",PK,[],45450795286,47700000,112335,"""geo dramas"" ""latest pakistani drama"" ""top pakistani dramas"" ""best pakistani dramas"" ""latest pakistani dramas"" ""drama 2023"" entertainment ""Geo Entertainment"" ""pakistani drama"" dramas ""latest promo"" ""har pal geo"" ""pakistani dramas 2023"" ""top trending"" ""latest teaser"" ""pakistani dramas"" ""pakistani drama ost"" ""best pakistani ost"" ""ost drama 2023"" ""pakistani drama har pal geo"" ""pakistani drama"""
Bad Bunny,"Bienvenid@s al canal oficial de YouTube de Bad Bunny.
¡Encuentra todos los videos musicales y audios oficiales de Bad Bunny para todos sus álbumes, incluyendo Un Verano Sin Ti, El Último Tour del Mundo, YHLQMDLG, X 100PRE, Las Que No Iban a Salir y más!
",PR,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America', 'https://en.wikipedia.org/wiki/Music']",32613420646,47200000,153,"""Bad Bunny"""
